title,body,tituloBemDefinido,tituloMedio,tituloCaixaAlta,tituloParCaixaAlta,coerencia,perguntaBemDefinida,vocativo,evDescricaoCurta,evDescricaoLonga,presencaCodigo,evTrechoGrandeCodigo,evPergComApenasCod,perguntaUnica,incluirAgradecimento,evSerExigente,usoNormaCultaLing,evCriarPergDuplicada,evPergFactoides,evPergSobreTrabAcademicos,incluirLinkPergunta,link
Como faço para informar se o usuário já existe quando apertar o botão salvar?,"Como faço quando eu apertar o botão salvar e informar se o usuário já existe.

  public void salvar(){
   String comando = """";
   if (this.getId() == -1){
      comando = String.format(""INSERT INTO cadastro (nomedousuario, senha) 
            VALUES ('%s','%s');"");
    }",0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/119990/como-fa%C3%A7o-para-informar-se-o-usu%C3%A1rio-j%C3%A1-existe-quando-apertar-o-bot%C3%A3o-salvar,
Como limpar um vetor?,"Tenho um vetor em Java de tamanho 5 para alocar 5 primeiros números. Tenho de esvaziar quando ele estiver cheio, afim de alocar mais 5 números. E manter esta rotina até todos os números estiverem lidos!

int x[] = new int[5];

x[0] = 1
x[1] = 2
x[2] = 3
x[3] = 4
x[4] = 5",1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/119971/como-limpar-um-vetor,
Como posso testar método com retorno void utilizando JUnit?,"É possível realizar teste automatizado, em Java, de um método que possui retorno void utilizando JUnit? Se sim, como é possível?",0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/119941/como-posso-testar-m%C3%A9todo-com-retorno-void-utilizando-junit,
Valor estranho ao imprimir array,"Em java, estou tendo dificuldades em entender alguns conceitos.

Em uma página .jsp, tenho o seguinte código:

String[] arrayRegioes = request.getParameterValues(""numRegiaoUsuario"");//objeto
Quando imprimo o array, o valor mostrado é:

[Ljava.lang.String;@5a879b45
Gostaria de saber o que significa esse valor, porque não consigo visualizar o valor dele, já que passei o seguinte conteúdo:

[*, adm, r1]",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/119840/valor-estranho-ao-imprimir-array,
Aplicando interface em Controllers,"Tenho alguns controllers que fazem chamada aos seus respectivos models e gostaria de aplicar interface neles. Criei uma interface com alguns métodos que seria importante todos implementarem, da seguinte maneira:

public interface IController<E> {

    public void adicionar(E Element);

    public void editar(E element);

    public List<E> listar();

    public void excluir(E element);
}
E é o tipo de objeto que o controller trata.(Ex. UsuarioController vai implementar IController<Usuario>).

Atualmente no sistema, todos os controllers já possuem estes métodos da interface. O problema é que em um dos controllers, o método adicionar(E element) precisa retornar o mesmo objeto que foi adicionado, e não void, pois este objeto retorna com o id registrado no banco, logo em seguida, exibo os dados deste objeto em tela.

Diante do exposto acima, como posso aplicar uma interface a classes com comportamentos comuns(como os controllers) e uma delas possuir um dos métodos do ""contrato"" diferente?",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/119616/aplicando-interface-em-controllers,
Passagem de argumentos opcionais em Java,"Estou tentando aprender o funcionamento da classe SwingWorker<T,V>, já até fiz outra pergunta a respeito de um de seus métodos.

Olhando o código fonte desta classe, encontrei o método publish() escrito da seguinte forma:

SafeVarargs
    @SuppressWarnings(""varargs"") // Passing chunks to add is safe
    protected final void publish(V... chunks) {
        synchronized (this) {
            if (doProcess == null) {
                doProcess = new AccumulativeRunnable<V>() {
                    @Override
                    public void run(List<V> args) {
                        process(args);
                    }
                    @Override
                    protected void submit() {
                        doSubmit.add(this);
                    }
                };
            }
        }
        doProcess.add(chunks);
    }
Na ""assinatura"" do método, ele recebe V... chunks como parâmetro. Porém, após testar um pouco esta classe, notei que, mesmo se eu definir esse tipo V na hora de iniciar uma variável, exemplo SwingWorker<Void, Integer> worker;(O V é representado pelo Integer), e passar o publish() sem parâmetro, não é gerado erro de sintaxe, e o código funciona normalmente.

Diante do exposto, questiono: como é denominado essa forma de passar parâmetro sem que sejam obrigatórios e como a JVM trata esse tipo de método?",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/119541/passagem-de-argumentos-opcionais-em-java,
Método String.equals e NullPointerException,"Apesar da dúvida ser bem básica, gostaria de entender porque o equals neste caso:

    String texto = null;

    System.out.println(""teste"".equals(texto));
Retorna false normalmente(exemplo no ideone), mas no exemplo abaixo:

    String texto = null;

    System.out.println(texto.equals(""""));
Ele estoura a exceção NullPointerException, como pode ser visto também no ideone.

Em ambos os casos há uma comparação com null, mas o retorno é diferente conforme o lado em que o null é passado, por quê ocorre isso?

",1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,http://pt.stackoverflow.com/questions/119426/m%C3%A9todo-string-equals-e-nullpointerexception,
Java construtor com matriz,"estou aprendendo sobre construtores em java porém travei no exercício da faculdade que me pareceu simples, a proposta é criar uma classe construtor com uma matriz, e chamá-la numa outra classe para atribular os valores a matriz:

Construtor:

public class Populacao {

    public void atualizarPopulacao(int i, int j, int populacao){
        if (i>=0 && i<4 && j>=0 && j<5 && populacao > 0)
            pop[i][j] = populacao;
        }

  }
Classe principal:

import javax.swing.JOptionPane;

public class Administracao {

    public static void main(String p[]) {

        Populacao pop = new Populacao();

         int i,j;
         int n;

         for (i=0; i<4; i++){
             for(j=0; j<5; j++){
                 n = Integer.parseInt(JOptionPane.showInputDialog(""Populacão: "" + String.valueOf(i+1) + ""\nEstado: "" + String.valueOf(j+1)));

                 pop.atualizarPopulacao(i, j, n);

             }
         }



    }

}
Porém recebo o erro:

Exception in thread ""main"" java.lang.NullPointerException
Alguém pode me ajudar a atribuir os valores à matriz chamando o construtor?",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,http://pt.stackoverflow.com/questions/119336/java-construtor-com-matriz,
Método exige retorno mesmo tendo Void na “assinatura”,"Estou fazendo uns testes para entender na prática o funcionamento do método SwingWorker no swing, e notei que, mesmo que o método doInBackground exige retorno null, mesmo iniciando a variável da forma abaixo:

SwingWorker<Void, Void> worker = new SwingWorker<Void, Void>() {
    @Override
    protected Void doInBackground() throws Exception {

        return null;

    }
};
Ao declarar SwingWorker<Void, Void>, o primeiro parâmetro remete justamente o retorno do método citado, mas mesmo sendo Void, ele obriga a retornar null(se não informar o retorno nulo, a IDE acusa erro semântico e nem compila o código). Vejam executando no IDEONE.

Se a assinatura é protected Void doInBackground(), por quê exige retorno mesmo assim? Há alguma diferença entre Void e void que justifique este comportamento?",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/119227/m%C3%A9todo-exige-retorno-mesmo-tendo-void-na-assinatura,
Criar herança de classes,"Estou estudando programação em Java orientada a objeto e preciso efetuar o seguinte exercício:

Implemente a classe Funcionario e a classe Gerente.

Crie a classe Assistente, que também é um Funcionario, e que possui um número de matrícula (faça o método GET). Sobrescreva o método exibeDados().
Sabendo que os Assistentes Técnicos possuem um bônus salarial e que os Assistentes Administrativos possuem um turno (dia ou noite) e um adicional noturno, crie as classes Tecnico e Administrativo.
Eu criei o seguinte código:

public class Funcionario {
    String nome;
    String cpf;
    double salario;
    int matricula;

    public void exibeDados(){
        System.out.println(""Nome: "" + nome  + "" Cpf: "" + cpf + "" Salário: "" + salario + "" Matricula: "" + matricula);
    }   
}


    public class Gerente extends Funcionario {
        String departamento;
    }

    public class Assistente extends Funcionario{

        public void getMatricula(int matricula){
            this.matricula = matricula;
        }

        public void exibeDados(){
            System.out.println(""Nome: "" + nome  + "" Cpf: "" + cpf + "" Salário: "" + salario + "" Matricula: "" + this.matricula);
        }
    }


public class Administrativo extends Assistente {
    String turno;

    public void adicionalNoturno(double adicional){
        if(turno == ""noturno"" || turno == ""Noturno""){
            this.salario = this.salario+adicional;
        }
    }
}

public class Tecnico extends Assistente {

    public double bonusSalarial(){
        this.salario = this.salario+(this.salario*0.1);
        return this.salario;
    }

}
Existe algum erro na construção dos métodos e das heranças ou algum erro em geral levando em consideração o enunciado do exercício.?",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,http://pt.stackoverflow.com/questions/119082/criar-heran%C3%A7a-de-classes,
Definição de container e component em swing,Quais são as definições precisas de Container e Component no Swing? Porque esses elementos são importantes para a construção da GUI?,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,http://pt.stackoverflow.com/questions/119038/defini%C3%A7%C3%A3o-de-container-e-component-em-swing,
Null Pointer Exception JavaFX,"o que há de errado com o seguinte trecho do meu código ?

public static void retorna(BufferedImage bufImage) throws IOException {
    // String file = new String(""test.png"");
    // setTfFoto(bufImage);


    Image image = null;
    SwingFXUtils.toFXImage(bufImage, (WritableImage) image);

    //SwingFXUtils.toFXImage(bufImage, image);

    tfFoto.setImage(image);
    System.out.println(""imprimiu a foto na tela"");

}
tfFoto é um ImageView criado usando FXML porém não consigo de forma alguma receber esse BufferedImage de outro metodo e faze-lo aparecer em minha interface.

Alguem poderia me ajudar ?",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,http://pt.stackoverflow.com/questions/118987/null-pointer-exception-javafx,
Como receber por parâmetro um array de objetos de outra classe no Java?,"Olá pessoal minha dúvida é de que estou tentando receber por parâmetro um array de objetos de outra classe,para a classe que quero colocar os array por parâmetro.

As classes são : Percurso e Custos

Eu tenho que receber por parâmetro um array de objetos do tipo Percurso,pra depois poder calcular.Aqui está o código :

Classe Percurso :

public class Percurso {

    private double kmPercorrida;
    private double valorCombustivel;
    private double valorPedagio;

    public Percurso() {
        this(0,0,0);
    }

    public Percurso(double kmPercorrida, double valorCombustivel,
            double valorPedagio) {

        this.kmPercorrida = kmPercorrida;
        this.valorCombustivel = valorCombustivel;
        this.valorPedagio = valorPedagio;
    }
Classe Custos :

public class Custos {

    public String calcularViagem(Percurso [] p ) {



        return """";


    }

}
Na parte Percurso [] p,preciso passar os array do objeto Percurso,com as variáveis kmPercorrida,valorCombustivel,valorPedagio.

OBS : No return eu só deixei assim para não aparecer problemas,depois eu altero.

Como posso fazer isso ? Se alguém souber por favor me ajude. E desculpem me se o formato do post estiver errado,sou novo aqui no fórum.Eu já li também como fazer um post decente,mas mesmo assim qualquer erro,por favor me avisem que eu arrumo.",0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,http://pt.stackoverflow.com/questions/118953/como-receber-por-par%C3%A2metro-um-array-de-objetos-de-outra-classe-no-java,
Como apagar por completo uma ArrayList e uma List,"Gostaria de saber como destruir o apagar por completo uma ArrayList e uma List por completo em tempo de execução.

exemplo:

ArrayList<Elemento> e = new ArrayList();//Elemento e uma classe

for (int i = 0; i<10;i++)
{
   e.add(new Elemento());
   e.get(i).texto = ""teste"";
   e.get(i).texto2 =  ""algo"";
   e.get(i).numero = i;
}
Como destruir e por completo ou apaga-lo?",1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,http://pt.stackoverflow.com/questions/118847/como-apagar-por-completo-uma-arraylist-e-uma-list,
Ordem da inicialização/instanciamento de classes,"class Bird {
 { System.out.print(""b1 ""); }
 public Bird() { System.out.print(""b2 ""); }
}
class Raptor extends Bird {
 static { System.out.print(""r1 ""); }
 public Raptor() { System.out.print(""r2 ""); }
 { System.out.print(""r3 ""); }
 static { System.out.print(""r4 ""); }
}
class Hawk extends Raptor {
 public static void main(String[] args) {
 System.out.print(""pre "");
 new Hawk();
 System.out.println(""hawk "");
 }
}
O resultado exibido em tela da execução do código acima é:

r1 r4 pre b1 b2 r3 r2 hawk
Entretanto estou com dúvida nisso. Entendo que como a classe Hawk precisa da classe Raptor, mas a classe Raptor precisa da classe Bird, então achava que b1 deveria ser o primeiro a ser exibido. Seria possível me explicar passo a passo como acontece as inicializações e justificar o porquê?",1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,http://pt.stackoverflow.com/questions/118776/ordem-da-inicializa%C3%A7%C3%A3o-instanciamento-de-classes,
Criar tipo generico em ArrayList para persistir dados,"Estou com dificuldades em entender o conceito de Dao e como eu poderia criar um tipo especifico para armazenar os meus dados, estou utilizando a principio um ArrayList de Strings e preciso adapta-lo para um ArrayList de Objeto Produto, que teriam por exemplo código/descrição/quantidade.

Como eu declaro:

 private static ArrayList<String> Produto = new ArrayList<>();
Como eu adiciono:

Produto.add(codigo + "" | "" + descricao + "" | "" + quantidade);
Como eu leio:

listaDados = Produto.stream().map((string) -> string + ""\n"").reduce(listaDados, String::concat);
Como seria isto em um objeto do tipo Produto em vez de String?",1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,http://pt.stackoverflow.com/questions/118416/criar-tipo-generico-em-arraylist-para-persistir-dados,
Problema com centavos ao usar o tipo BigInteger,"Estou tendo um problema para somar centavos. Informo 1200, retorna 1.200,00 em vez de 12,00.

Código:

formatar_data(1200);

private int formatar_data(int inteiro){     
    BigInteger  valor = new BigInteger(String.valueOf(inteiro));  
    NumberFormat nf = NumberFormat.getCurrencyInstance(new Locale( ""pt"", ""BR"" )); 
    String formatado = nf.format (valor);
    System.out.println(formatado);
    return inteiro;
}",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/118407/problema-com-centavos-ao-usar-o-tipo-biginteger,
Uso de instanceof,"Criar uma classe abstrata Conta, e outras duas classes concretas ContaF e ContaJ que herdam da classe principal. Criar outra classe com um método que recebe uma lista de contaF e ContaJ e ArrayList<Conta> e calcule quantos elementos tem em ContaF e ContaJ

Estou quase finalizando:

public class InstanciaDe 
{

public static void main( String[] args )
{

    ContaF Rafael = new ContaF();

    ContaJ Roberto = new ContaJ();      

    ContaJ Carlos = new ContaJ();  

    ArrayList<Conta> lista = new ArrayList<Conta>();        

    lista.add(Rafael);
    lista.add(Roberto);
    lista.add(Carlos);

    for(int i=0 ; i < lista.size() ; i++){              


        if (lista.get(i) instanceof ContaF) {

        }       

        if (lista.get(i) instanceof ContaJ) {

        }
    }  
}
}
Como posso guardar a quantidade pelo instanceof de cada e depois exibir?",0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/118285/uso-de-instanceof,
Como pegar valor da URL,"Me ajudem...

Estou travado na seguinte questão...

Preciso pegar o id do usuário que vem através do parametro da URL, conforme abaixo:

localhost:8080/sgc/pages/gerarSenha.xhtml?id=3

Mas não sei como pegar esse valor ""id=3"".

É enviado um link para o email do usuário que esqueceu a senha, então quando o usuário clica no link esse valor não existe mais no ManagedBean, aí onde estou travado. Como faço para pegar esse valor?

Me ajudem, por favor.",1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/118240/como-pegar-valor-da-url,
Array multidimensional de tipos diferentes,"Tenho uma view no banco da minha aplicação onde contabilizo o nome do usuário, o setor dele e o total de registros emitidos(conto de outra tabela):

Tabela(View) TotalPorUsuario

Colunas: nome(string), setor(String), total(int)
Preciso armazenar essas 3 informações em um array e retornar do model pra view e relacionar em uma JTable, mas não estou conseguindo imaginar como criar um arraylist multidimensional. Pensei em Map mas não conheço bem seu funcionamento.

O meu código atual está(só consegui fazendo com 2 colunas):

 public List getTotal() {

        String query = ""select nome,setor,total from TotalPorUsuario"";
        List<ArrayList> lista1 = new ArrayList<>();
        ArrayList<String> l2 = new ArrayList<>();
        ArrayList<Integer> l3 = new ArrayList<>();

        try {
            this.con = ConnectionFactory.createConnection();
            this.pstm = this.con.prepareStatement(query);
            this.r = this.pstm.executeQuery();

            while (this.r.next()) {
                l2.add(this.r.getString(""nome""));
                l3.add(this.r.getInt(""total""));
            }
            lista1.add(l2);
            lista1.add(l3);

        } catch (SQLException ex) {
            ex.printStackTrace();
            throw new ExcecaoPadrao(ex.getMessage());
        } finally {
            try {
                ConnectionFactory.closeConnection(con, pstm, r);
            } catch (SQLException ex) {
                ex.printStackTrace();
            }
        }
        return lista1;
    }
Qual a forma recomendada de retornar as três colunas: em 3 Arraylist ou existe uma forma menos complexa usando map?

",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/118237/array-multidimensional-de-tipos-diferentes,
Como funciona a criação de um Array?,"Ao usar o comando new() para a criação de qualquer objeto chamamos o construtor da classe desse objeto e obtemos a referência para a instância criada. Entretanto, o que ocorre na criação de um Array?

Para onde aponta (sei que esse termo é incoerente em relação a Java, pois não estamos trabalhando com ponteiros) a referência retornada na criação? Entendo que não é para um objeto do tipo, pois não estamos usando o construtor da classe.",1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/117974/como-funciona-a-cria%C3%A7%C3%A3o-de-um-array,
Executar ações a partir do item selecionado no JComboBox,"Então galera, minha dúvida é a seguinte,eu queria atribuir valor a uma outra classe, conforme o que estiver selecionado no JComboBox. Por exemplo, se o item ""Ativo"" de um combo estiver selecionado eu queria atribuir um valor para uma string de uma classe externa, se o usuário tivesse colocado o item do combo ""Inativo"" idem. Como eu faço para saber qual dos dois itens estão selecionados?

OBS : Adote o nome cmbStatus como nome do JComboBox, onde existem apenas dois itens : ""Ativo"" e ""Inativo""",1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/117900/executar-a%C3%A7%C3%B5es-a-partir-do-item-selecionado-no-jcombobox,
Como alterar um valor de uma variavel dentro de um if em java?,"Criei uma classe abstrata chamada Jogador e criei também as subclasses de jogador.

Agora eu preciso criar um menu para o usuário escolher qual será o personagem que ele vai usar na batalha, mas eu não consigo criar uma nova variável dentro do if ou alterar uma variável já declarada do lado de fora.

Jogador Player2;

if (menu==1){Player2 = Ryu;}
else if (menu==2){Player2 = Blanka;}
else if (menu==3){Player2 = Zangief;}
else if (menu==4){Player2 = ChunLi;}
else if (menu==5){Player2 = Ken;}   
Na situação acima ao tentar usar a variável Player2 o Eclipse diz que a variável ainda não foi inicializada.

if (menu==1){Jogador Player2 = new Ryu();}
else if (menu==2){Jogador Player2 = new Blanka();}
else if (menu==3){Jogador Player2 = new Zangief();}
else if (menu==4){Jogador Player2 = new ChunLi();}
else if (menu==5){Jogador Player2 = new Ken();} 
Já na situação acima, não funciona por motivo óbvio, já que ela será encerrada assim que o if for finalizado.

Então, alguém com um pouco mais de conhecimento que eu, consegue me explicar uma solução para que eu consiga selecionar um dos personagens?

java",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/117836/como-alterar-um-valor-de-uma-variavel-dentro-de-um-if-em-java,
Método que crie uma nova lista com base em elementos de uma lista existente?,"Em c# existe a função numeros.GetRange(0, quant);

Gostaria de saber qual o função equivalente ao  numeros.GetRange(0, quant); do C# em Java",1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/117811/m%C3%A9todo-que-crie-uma-nova-lista-com-base-em-elementos-de-uma-lista-existente,
Qual é o propósito do comando super quando usado na declaração de parametros de um método?,"
3
votar contra
favorita
Em Java o comando super tem a função de chamar o construtor da superclasse. No entanto, na declaração do método forEach() da classe ArrayList ele é utilizado de uma forma diferente do comum, veja a assinatura do método que contem o comando super:

public void forEach(Consumer<? super E> action)
A sintaxe acima do método forEach() me deixou confuso em relação ao uso do super e eu gostaria de saber qual é o propósito dele quando ele é usado desse modo como citado acima?",0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/117765/qual-%C3%A9-o-prop%C3%B3sito-do-comando-super-quando-usado-na-declara%C3%A7%C3%A3o-de-parametros-de,
Como converter um byte[] de uma imagem para uma imagem jpeg para carregar no html?,"No html(jsp) de cadastro tenho um campo que o usuário cadastra a foto dele ficando a tag img com o seguinte resultado.

<img src=""data:image/png;Base64,/9/0kmkdmkewnsjdncijndcjdxncdjcdscjnccc/ccnkjdncnsjnidckcmokcmoskcmkosmcokmdscjncjncjcsnckdjncojnscjncdjnckmkdmcokscmksmdckcmsokcmnjncjemncmokkjcmdjsdccmslckjplqmkmokswkmxokamlamklmockmclmdkcmlodkcmokcmkmcokmsomcksmcsfhhgfrfcghjkuytredfhjolkjhsSWswjshuhuwhuhyhuimcoskcmkmsckmkmkcmc""
/>
Estou convertendo o trecho apos Base64, em um byte[] com o sun.misc.BASE64Decoder, conforme abaixo:

import Decoder.BASE64Decoder;
import Decoder.BASE64Encoder;

/**
* @author Tiago Ferezin
* 
* para o tratamento da imagem
*
*/
public class Imagem {

public static byte[] convertBase64StringToByteArray(String imagem){
    byte[] retorno = null;

    try {
        BASE64Decoder decoder = new BASE64Decoder();
        retorno = decoder.decodeBuffer(imagem);
    } catch (Exception e) {
        // TODO: handle exception
        e.printStackTrace();
    }

    return retorno;

}

public static String convertByteArrayToBase64String(byte[] imagem){
    String retorno="""";

    try {
        BASE64Encoder encoder = new BASE64Encoder();
        retorno = encoder.encode(imagem);
    } catch (Exception e) {
        // TODO: handle exception
        e.printStackTrace();
    }

    return retorno;
}

}
E gravo no banco o byte[] gerado.

Primeiro queria saber como antes de gravar no banco, pegar o tipo da imagem(png,ttf,jpg,psd) e converter para JPEG, e aí gerar uma array dela e gravar no banco?

Segundo, gostaria de saber como converto esse byte[] gravado no banco para uma String data:image/jpeg;Base64,{byte[]} para colocar em uma tag img em outra pagina JSP?",0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/117712/como-converter-um-byte-de-uma-imagem-para-uma-imagem-jpeg-para-carregar-no-htm,
Como reproduzir relacionamento em Objetos?,"Segundo a definição deste site:

CARDINALIDADE

É o número máximo e mínimo de ocorrências de uma entidade que estão associadas às ocorrências de outra entidade que participa do relacionamento. Ou seja, a cardinalidade é importante para ajudar a definir o relacionamento, pois ela define o número de ocorrências em um relacionamento.
Ela é muito usada em banco de dados relacional, e geralmente utiliza o identificador (PK) de uma tabela para definir o relacionamento entre tabelas através de suas chaves PK (Primary Key) e FK (Foreign Key).

Sendo assim, eu gostaria de saber de que forma eu poderia reproduzir o relacionamento em Objetos que representam minhas tabelas programaticamente usando a orientação a objeto?

Para isso criei o seguinte exemplo para ilustrar a situação:

Classe Produto contendo os seguintes atributos:

private int idProduto;
private String descricao;
private double valor;
Classe Pedido contendo os seguintes atributos:

private int idPedido;
private double valorTotal;
Classe PedidoItem contendo os seguintes atributos:

private int idPedidoItem;
private int quantidade;
Suas respectivas cardinalidades são:

Pedido 1:N PedidoItem
Produto 1:1 PedidoItem
Eu sei que se pode utilizar os id's para determinar o relacionamento, porem não sei implementar na forma correta e gostaria de saber se existe outra forma de fazer isto.

Segue o código completo das três classes.

Classe Produto:

package cardinalidadeemobjeto;

public class Produto {
    private int idProduto;
    private String descricao;
    private double valor;

    public Produto(){}

    public int getIdProduto() {
        return idProduto;
    }

    public void setIdProduto(int idProduto) {
        this.idProduto = idProduto;
    }

    public String getDescricao() {
        return descricao;
    }

    public void setDescricao(String descricao) {
        this.descricao = descricao;
    }

    public double getValor() {
        return valor;
    }

    public void setValor(double valor) {
        this.valor = valor;
    }
}
Classe Pedido:

package cardinalidadeemobjeto;

public class Pedido {
    private int idPedido;
    private double valorTotal;

    public Pedido(){}

    public int getIdPedido() {
        return idPedido;
    }

    public void setIdPedido(int idPedido) {
        this.idPedido = idPedido;
    }

    public double getValorTotal() {
        return valorTotal;
    }

    public void setValorTotal(double valorTotal) {
        this.valorTotal = valorTotal;
    }        
}
Classe PedidoItem:

package cardinalidadeemobjeto;

public class PedidoItem {
    private int idPedidoItem;
    private int quantidade;

    public PedidoItem(){}

    public int getIdPedidoItem() {
        return idPedidoItem;
    }

    public void setIdPedidoItem(int idPedidoItem) {
        this.idPedidoItem = idPedidoItem;
    }

    public int getQuantidade() {
        return quantidade;
    }

    public void setQuantidade(int quantidade) {
        this.quantidade = quantidade;
    }

}
",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/117592/como-reproduzir-relacionamento-em-objetos,
Simular diferente timezone com Java,"Desenvolvi uma aplicação web (com java) e nela eu tenho uma regra de negócio o qual necessita salvar o horário de assinatura do usuário. Porém preciso salvar 3 horários: timezone local do usuário, timezone global, e timezone do servidor.

O meu problema é em testar o timezone local do usuário. Alguem sabe como consigo simular um timezone diferente para o browser, para eu simular este teste?

Obs: eu pensei em criar uma máquina virtual, e hospedar minha aplicação nela, e fazer o teste, pois teria somente que alterar o timezone da maquina virtual. Portanto esse processo demandará um bom tempo, quero saber se existe alguma maneira simples.",1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/117397/simular-diferente-timezone-com-java,
Como passar variável por parâmetro criada no enum em Java?,"Criei uma Classe enum do java

public enum Cor {
    AZUL(1),VERMELHO(2),VERDE(3);
    private int var;
     Cor(int var)
    {
    this.var = var;
    }
}
No main vou criar um menu usando do/while e switch/case e será mostrado as as cores, como pegar a cor escolhida e passar no parâmetro de um método?

No menu vai tá assim

                System.err.println(""Escolha uma cor"");
                System.err.println(""1-Azul"");
                System.err.println(""2-Vermelho"");
                System.err.println(""3-Verde"");
Ao usuário digitar 1 deve pegar a cor Azul.",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/117271/como-passar-vari%C3%A1vel-por-par%C3%A2metro-criada-no-enum-em-java,
Como posso persistir dados usando ArrayList?,"Preciso que minha estrutura de dados ArrayList seja visível em mais de um metodo da minha classe Produtos.

Estou trabalhando da seguinte maneira:

package estoque;

import java.awt.Component;
import javax.swing.JOptionPane;
import javax.swing.JTextField;
import java.util.ArrayList;

public class produtos {

   public static void cadastro() {
      ArrayList<String> Produto = new ArrayList<>();
      JTextField field1 = new JTextField();
      JTextField field2 = new JTextField();
      JTextField field3 = new JTextField();
      Object[] message = {
         ""Código:"", field1,
         ""Descrição:"", field2,
         ""Quantidade:"", field3};
      Component parent = null;
      int option = JOptionPane.showConfirmDialog(parent, message, ""Cadastro de Produtos"", JOptionPane.OK_CANCEL_OPTION);
      if (option == JOptionPane.OK_OPTION) {
         String codigo = field1.getText();
         String descricao = field2.getText();
         String quantidade = field3.getText();

         if (codigo.isEmpty()) {
            JOptionPane.showMessageDialog(null, ""Por favor, preencha o campo Código!"");
            cadastro();
         } else if (descricao.isEmpty()) {
            JOptionPane.showMessageDialog(null, ""Por favor, preencha o campo Descrição!"");
            cadastro();
         } else if (quantidade.isEmpty()) {
            JOptionPane.showMessageDialog(null, ""Por favor, preencha o campo Quantidade!"");
            cadastro();
         } else {
            Produto.add(codigo + ' ' + descricao + ' ' + quantidade);
            JOptionPane.showMessageDialog(null, ""Produto cadastrado com sucesso!"");
            System.out.println(Produto);
            Estoque.menu();
         }
      }
   }

   public static void listar() {
      JOptionPane.showMessageDialog(null, "" Código - Descrição - Produto\n"", ""Lista de Produtos"", 1);
   }

}
Da opção menu eu acesso Cadastro e realizo o cadastro de um produto que será armazenado em ArrayList<String> Produto = new ArrayList<>();

Depois eu volto para outra classe chamada Menu e seleciono a Opção Listar, que acessa o método listar();

Nesse método o ArrayList não é global, portando eu não consigo acesso a ele, como eu posso torna-lo global para realizar a leitura neste método ?",1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,http://pt.stackoverflow.com/questions/117270/como-posso-persistir-dados-usando-arraylist,
